feature_0,feature_1,feature_2,target
0.7032125906016342,-1.1746977301062973,-0.4523063192490767,0
1.3361126234793086,-1.3068667169363963,0.2606737658239071,0
1.343601273691033,-1.6090148302805902,1.3993554365860021,0
0.7056996811948031,-0.9862748418380765,1.7275431701007113,0
1.0019027752797913,-1.226077462219766,0.6135179727304166,0
-1.3321600832218605,-0.4702087128506639,-0.8946073022195039,0
-1.5424342243627334,0.9550981178222824,1.1087035805829077,1
1.0999137075498533,0.8614373123288028,0.7276295436369798,1
-0.601253263072894,-1.502167701985155,-1.2767485758203094,0
-0.8913933012877547,-1.3300832439543797,-0.4344962274323156,0
-1.1327756510629685,-0.8123141195246203,-0.42018681709585726,0
-0.532138056795346,1.6124043425083112,-0.24123605785632987,1
-1.1492813790954737,-0.9491490979830203,-1.1227220215622986,0
1.0314557945759457,0.6493674814676826,-0.29756350335999193,1
-0.9792955826894795,-0.947801122891844,2.0102045387663496,0
1.4962311918461078,1.175088280279025,-1.1430049127304835,1
0.6139488473955703,0.7614084817164145,-1.4400508825942944,1
-0.7203888379352634,-1.343246068268563,0.28586539072490497,0
0.4119736424547591,-0.5689507541893775,-0.6810516574748808,0
-0.7871342937164942,0.8975708620870015,0.6078965097165392,1
0.17718906941737744,0.15283463331413305,-1.4307751021180481,0
0.5145062203668922,-0.5438303568916651,-1.5839028234857233,0
-0.34404718687282876,2.1790960405275253,-0.016422896072752075,1
-0.7091160795768848,0.5448773056290729,0.34272534637770413,1
0.46091486738590015,-0.5494713770304394,-1.4643748802098202,0
0.46847501122303414,-0.14904172071051613,-1.5763921569842494,0
0.5444410578781849,1.0357140530911262,0.9980101098596522,1
-0.5807487487740703,1.4116869779797363,1.8467073257360336,1
-1.143843262199732,-0.5897530409696895,-0.5522230442809712,0
-0.20832361304110614,0.503220951050146,-0.06413834659299254,1
0.38633089978198987,-0.8134228650219227,-0.2811002928859549,0
-3.09183375919464,-0.853440340777109,1.4401172154494728,1
-1.2806616141986824,-0.6224657907734436,-0.7982972445384537,0
-1.072052854899039,-1.0058703408911465,-0.6373871273065177,0
-1.7478019364113853,0.27266788445762036,-1.251539424190444,1
-1.3712169429442893,0.07020237219375447,0.2237879516388985,1
0.6278103343254116,-0.7722310818925379,0.6351718016819695,0
-0.5902386706330336,-0.05994674737727346,0.3464884758979927,1
-0.5454640598617939,-1.487855926458046,-0.998354040738791,0
1.2111828066078842,1.225450282026617,1.642015160136369,1
-0.2642043244116219,0.06984356151613613,2.0752608726252655,0
-0.9772656457847881,-1.386004406674141,-0.9186519464841982,0
0.29148739833049697,-0.6607558003018901,-0.48388583405432156,0
-0.9956731143218015,0.6158906264924497,0.04643654815614881,1
-1.5184381233515432,-0.15917686963864774,1.4469778843537329,0
1.6717731638319204,-1.499340626265313,0.8836599374866724,0
-0.9577735676852852,-0.9787085457094286,-0.7271371758248686,0
-0.4916555579726788,-1.9847930321611185,-0.1769472274940494,0
2.2908449351585167,-2.2603963739953987,0.20838280794755248,0
-1.002214553523292,0.5630931360876212,0.14671368643332283,1
-1.7369768708056759,0.8293125983904885,-1.3793192280145272,1
-0.6033978587425122,1.7094686768956602,-0.5589218472715883,1
-1.3686846686249732,0.941693230571508,0.650201177958661,1
-1.7039752271870874,-0.2417222821102798,0.19652116970147013,1
-2.9370712816060536,-0.3742036649085587,2.16325472330546,1
1.650727445658421,-1.4920658891712373,0.12810441491078928,0
1.7461417851031564,-1.373349802413266,-0.6891878180895679,0
-1.6096799438052039,-0.11293243524959651,0.20768768716311115,0
1.8878755159316893,-1.8299127093296357,0.6523228784134196,0
0.8708371283707256,-1.1332742730434764,-0.17262729994081963,0
2.0638842562718516,-2.433245055290979,0.19759960469239965,0
2.691059480112004,1.111050012026417,0.21743287317972287,1
1.1347752646450902,1.2467244719045514,0.07682189106025536,1
1.0268950066789604,0.8387783234006324,1.050654396007612,1
-1.5499086304630079,0.00878617706090612,-0.5640786307367284,1
-0.5119772647350812,-1.868913860892565,-0.36283856043965906,0
0.35305869465349415,0.5276098989007788,2.5269324258736217,1
1.1480540374903656,0.30725605785062915,0.05194588580729943,1
-1.0968160745079019,-1.0259040275404767,0.5597904479310398,0
2.4057066080622915,1.975677984879721,2.076747983560841,1
0.311786076609359,0.7772766349925535,1.0302834540318422,1
1.0193353391885907,1.0010703225574826,1.1081828167375165,1
1.0921572950676761,-1.298341526970505,1.3173940656343257,0
-0.8010589638186808,-1.6387530214671457,0.6105857452838231,0
1.2280302549233826,0.8891789487748462,-1.0534155631736561,1
0.07193710070016468,0.6901941318183076,0.6387302220291846,1
-0.9358040084033686,-0.8384559056489831,0.8339221545489041,0
0.3995384403033635,-0.4427263729160995,0.647195939702741,0
-1.3998509143922953,1.018497254643907,0.8724573282801447,1
0.34415305825583953,1.6561730539322719,1.1608267873785194,1
0.15665794596503602,0.0675093139843208,-2.8485426206300755,0
1.5565303983301697,-1.6109926752876185,1.6839276914578687,0
0.5996887294332156,0.7978687473624326,-0.6881503451777238,1
-0.7315446030684495,-1.501072306331271,-0.5228600271532683,0
1.4101197319474381,-1.1106252643174783,-1.1583646891925428,0
-0.8422370055583294,-1.3421011270003351,-1.3353443587101013,0
-0.8389276934697427,-0.994564514556538,0.889630795623437,0
-0.4263786385464865,0.3409316973482006,0.8406435489887241,0
1.4009238104900972,1.4860315130920434,0.12557645347154225,1
0.5115959267564196,0.3115590438577557,0.49568188797260465,1
-0.4180278948700762,-1.888704239359872,0.9382838059759977,0
-1.3707386806869803,1.2258650497489745,0.6454841811410754,1
0.4733628474059889,-0.9804885580788983,0.7716987106483447,0
0.24637422145575805,-0.054453593997766614,-0.573700003938579,0
-0.7469161161157176,0.5773570415848053,-0.3486521344078592,1
-0.49716919243379243,1.7043431946719125,1.8466369960476658,1
-0.20826143532422903,2.0229375087545964,1.2065089665083568,1
-1.1978586290092532,-0.799688967230406,0.09612077694098337,0
0.7844066859083336,-0.6873627244464964,0.7858001586508322,0
-1.152162783453699,-0.9460012302717236,0.334456789987025,0
-0.33219586405182877,0.08734669804384998,-0.4461834332147797,0
-1.1706409294498135,-0.38189192018538676,1.4205042479898549,0
-1.4305463492410782,0.8362664885569459,-0.0952955323869521,1
1.1861626463982216,1.0333319173252078,0.597400069849858,1
-0.8989348128814346,-1.274381916953648,0.42961821913258585,0
-1.5227343106612587,0.5369412315296447,-0.5551995266931984,1
-1.5071402721604759,-0.3382870337633197,0.3824097461840506,0
-0.8746958010273642,-1.14587654865313,-0.5160447282173739,0
1.4595289771721456,1.3337678733629157,0.7326400772155792,1
-1.8343412950116118,0.17274300443937007,-0.09917586377938291,1
-1.6026717561281336,0.25711457623045075,-0.08973569428722672,1
-0.5954025928104902,-1.8624152068083617,-0.4787486216634773,0
-0.32727062238040283,1.1750609629839524,1.8811570694405901,1
-0.22609406074264404,0.015383876997934642,-0.966976143129213,0
-1.7304277909588646,0.3005081473326381,0.9843223984765838,0
0.7347701681794905,1.1735703738102448,0.38193545223155334,1
1.300587469737868,-0.854597211589396,2.1422703586118637,0
-0.23442119978958254,1.7496490661596744,-0.033126972873797095,1
0.9999091691894267,1.0716030964736043,-0.24415663529064868,1
-0.6123166832124008,-1.6399414586201053,-0.03468488738678118,0
0.4807417162275105,0.05226240170797403,-1.0962750868952018,1
0.9771240320503739,0.8550933262325262,0.9163276747024814,1
-0.3417634919223047,-2.0591405994653904,-1.485560373036972,0
0.5246240169701317,0.7416294245379261,-0.6237689606958051,1
-1.2762322058161077,-0.4982208756516229,1.7958776730955217,0
1.2605292796105978,0.9416686877246889,0.47704082722312147,1
-1.5052714410772166,0.7668494539866378,1.073631749859772,1
0.20893314831280907,0.9857609493393285,0.30263546523903323,1
-2.204241018459171,-0.5038014784934899,0.3686733088729012,1
1.5048468400842308,-1.5210031542862148,-0.047711356141979855,0
-1.4240980193036898,0.7964172113546988,-0.6919080698812444,1
