cat_feature_1,cat_feature_2,cat_feature_3,cont_feature_1,cont_feature_2,cont_feature_3,target
8,2,3,65.74263489388734,43.11920930297381,15.763330355419603,0
6,2,3,64.57839471172873,49.37678077495155,85.19632058119983,1
2,3,0,22.280235323230624,58.84142934197659,36.35293254011722,1
8,2,3,16.720765052424124,18.906994597485127,52.41280130364977,1
7,2,3,75.30254938366173,93.09691699687353,55.031884135859436,0
2,3,2,2.7015916261759143,67.40731924172444,15.82984926622627,1
1,3,3,31.97344069450263,75.63359376014974,2.742407314235129,0
5,0,3,33.251898961548676,6.383240997598172,9.482773638643172,1
4,3,1,21.375323887842278,6.559623925397906,72.79411458886355,1
4,0,1,85.12772632528568,49.6034666405754,77.91646509785097,0
5,2,1,75.89799008786193,34.6231535354399,84.31285345525504,0
7,2,3,37.645710042051505,92.06531840433331,32.32348311304135,0
3,2,1,59.160533625154855,9.400392648923406,33.248099853034944,0
6,2,0,27.73251829447856,82.29131340015593,32.405349020542914,0
4,3,0,92.03819894037579,72.46156310565276,0.8739675216976606,1
3,0,3,41.71293316170945,7.778060879427107,9.839591389841118,1
7,1,3,9.156031518879704,3.469553639624945,47.95583315470694,0
6,1,0,65.72368174730407,92.5704454361729,59.808299029886555,1
1,1,2,26.501885960906712,83.15685248106735,53.61991542090868,1
3,2,3,22.270695591670997,77.37499566654678,43.14310257255991,1
5,2,0,61.653530989657234,75.61455113413281,17.576976452182002,1
8,0,0,56.514655257849014,0.32036059820785834,22.63029387041061,0
4,3,3,47.18540370670874,56.38102932148915,51.8338475486572,1
6,0,2,62.58777196616608,11.00593201642347,95.59859758211931,1
3,1,3,30.830352261241924,36.039719507379466,87.76677265347607,1
9,3,1,37.41589498356974,49.51296744497369,71.87905857856379,0
2,1,3,78.47960852046118,43.9478369610967,90.17003816629301,1
0,1,0,86.93908017424002,50.84574668469267,54.9906829306832,0
4,0,1,45.39305039910608,84.50366347622827,69.76947703586085,0
2,2,2,85.22469065705032,81.70832931447501,66.21053370752303,1
4,0,0,46.66369476372808,30.742908410564283,52.9048503560868,1
1,1,1,63.06013935795123,51.76151478145733,61.84451974507711,1
7,0,1,63.724653765749174,47.4734340798418,79.60274568278159,1
8,1,2,60.42264738780672,2.3160591755271853,13.577300377401237,0
2,1,3,29.92565475280877,69.64841992227093,19.547615115385998,0
9,2,3,90.58636287372444,5.991503297567635,46.261756796136474,0
8,0,2,38.144830166268726,70.37968285595409,36.6394003089282,1
7,1,3,84.71742502180494,17.884481616960134,46.82004703882653,1
1,2,2,53.616390313459306,85.68263861747482,96.06343975533575,1
6,0,3,60.07825942080905,89.14963128545892,10.310556995611208,0
8,2,1,85.30489012640929,90.50918152604304,67.53468951562293,0
5,1,0,84.7021361208258,95.11110109451154,12.951802112665833,1
9,3,2,67.68618564534094,31.1415751417243,1.0472304585413483,1
9,2,2,1.4241230575623542,8.694096575664577,80.42120151190939,0
9,2,2,45.62457490875078,97.11739284022497,99.27781537952984,1
3,1,1,60.520907481371324,11.154322346427236,15.27188129385284,1
0,1,0,20.308595956034793,19.526404365307627,44.83934392967813,0
0,3,2,62.450027888931295,2.184769350067828,15.423723529117394,1
2,3,0,99.88922320548815,28.813385831841153,17.687793548223908,0
8,3,0,8.007592258245088,4.792687214497738,88.10088331314314,1
8,0,1,43.44474990265555,48.97173073333981,65.80585764154095,1
2,0,3,69.17187804816788,20.052573694370246,79.09786556241212,0
9,0,3,27.660983521655545,84.26319297777175,89.64300553109427,0
6,0,3,24.2555113218879,58.15880116043446,35.13416298326374,1
5,2,1,18.54585735375931,52.033484019817465,2.186133255857625,0
6,3,3,17.92813047859726,87.82562294603079,12.72067162729157,0
6,0,2,57.84724699292132,22.76553836614609,39.61099193314168,1
6,0,0,93.70541867261016,59.11536299279301,59.68118317099026,0
3,2,3,79.74296136839118,5.589648831592187,23.85226885462948,0
8,0,2,36.308769359390524,65.69629343301403,82.84570956256914,0
2,1,1,0.03882889786034349,80.94431632703505,20.406995868630208,1
1,1,3,33.40204784293319,27.197239074848166,44.65506642646137,1
4,1,3,60.02820409059486,10.693299595229455,10.750203616474273,1
8,1,1,15.572671794411486,42.53838465207617,34.95230919817291,1
1,2,1,61.351340223831784,8.682233006322171,32.6639887675921,1
6,0,2,7.994470597338066,15.761758500850975,98.99178316178744,0
9,0,1,19.747832565476042,11.647125621872256,53.451797754048805,1
5,0,1,7.185633850508088,67.7504337348934,12.73705321752896,1
1,3,0,37.09862015567389,67.79219031123867,2.121967537016489,1
2,0,1,45.16808951269863,74.99048763876712,56.02453339414486,0
4,0,1,3.5169903706099404,85.72907286920656,22.569354088806882,1
7,2,2,20.08659480611645,1.6452413239276598,69.23341146328268,1
6,1,1,34.1585167307987,65.12768203262418,11.984530572907682,1
4,0,1,51.57809047406906,43.40129742267099,3.1836564920238675,0
5,3,3,33.64994487747916,36.51970868187861,29.031763076392192,0
8,3,2,54.745210003803244,96.74738135585058,30.179298992173564,0
3,0,1,33.37033552977169,31.032019559594637,85.64546530705817,0
0,1,0,77.15301677145806,89.00871143768143,8.118142838591192,1
0,3,0,95.01099096916901,36.082719163396234,71.0592942851462,1
5,1,1,79.67016885892714,31.692545455015054,7.819446527146113,1
7,0,1,76.33724463545994,57.084842624163635,58.70996073000574,1
5,2,0,48.89303344890021,83.6574344682345,74.70517986718822,0
0,2,3,38.77760911885693,16.9494514615981,52.38462768806493,1
8,3,2,98.32718985745512,40.18757702331136,63.4921655836749,0
6,1,1,20.57477458567938,50.7087393026678,86.21289571685286,1
5,2,1,98.32430879300219,98.58640550022803,73.31152476038578,1
1,0,0,81.96039169915367,39.799633120933585,48.00603042535114,1
7,2,3,24.406814842611645,55.2556897791228,91.4436793956966,0
4,1,0,87.22402280598244,75.90446271268361,88.92110432717578,1
3,2,2,10.671608785688736,52.53373122508754,60.90666484801718,1
6,3,2,30.49537151518652,50.75077668035347,80.35958277889011,0
1,3,2,78.38162826138928,62.68005544879328,28.47940675046531,0
4,3,0,17.100543205126385,6.669997507192694,52.23463421053953,1
0,3,0,59.97892555048387,14.588920335036848,79.46190600151796,0
8,3,2,66.47415743279221,95.9558309165553,75.18700504516828,1
5,3,2,75.07307006676642,89.65362337520993,37.902076532619,1
4,1,2,52.184141154270726,9.588253578240636,40.43458755038023,0
2,3,0,20.087890015123435,63.31098778787023,11.422110526014983,0
9,1,2,12.818698695742558,72.12930808789442,35.900141160160715,0
7,3,1,41.019920465851875,64.99950295278116,1.182016892378157,1
1,2,3,34.05567657986484,56.25168253246954,36.3376998274638,0
9,2,1,69.51733990886065,49.229058941115476,1.2314231313710455,0
2,0,1,83.33567603706847,89.3354991619577,16.497683713528154,1
1,2,0,6.480222883275911,33.83698356384589,97.12122945820056,1
0,3,3,45.44295398300541,44.49831084246924,82.40607515738348,0
7,0,2,65.74738707032473,41.92753194458123,72.93105740328697,0
1,0,0,93.178863373081,9.58538443487127,29.62613221902126,0
8,1,2,28.26357943140303,19.800243674712114,33.29272708508248,0
9,0,1,97.81142587827071,50.93452599502088,18.890659111364418,0
0,2,0,69.23283798870018,27.715746586570077,37.21476871060948,1
7,3,2,90.63038084584798,89.72484472904543,33.708706904200824,1
0,0,2,80.7384935128236,20.89285942288854,31.033539715307658,0
5,2,3,43.250157967958955,74.82185137606837,85.0637230325524,0
2,0,1,56.652892890181306,21.051711566803178,27.06234183080737,0
5,3,0,21.91598677821697,1.9087376868538675,26.665090384811695,0
1,0,0,68.1448613313072,78.61743870509511,24.301900372119313,1
3,2,2,69.69951340443828,66.03234916916077,5.384100288913762,0
3,2,1,33.3242867754606,1.1017920677807935,1.3111639690261856,1
1,1,2,95.2434297610618,63.88410184668246,78.72257772106127,1
8,1,0,34.281994100151216,48.31559825280705,61.81608039828173,1
6,1,2,57.14045465565002,83.42550035734517,38.98140007835059,1
8,2,0,34.664484832359776,81.16406493628617,61.395629173456825,0
1,1,2,45.162479009559405,26.081019040137065,20.6456302058584,1
5,0,1,36.71087479344428,12.62635122935376,64.20163104406483,0
7,0,1,97.95789517076496,90.70789377502203,30.737119382319257,0
0,3,1,57.65991039047735,55.00951266015822,62.60846861201151,0
9,0,3,98.8220661377411,83.31480426450618,49.725610824964726,1
1,0,3,44.90501123976032,16.902713187128082,78.2986733142986,0
5,1,1,40.606450532893554,37.385724880806436,27.51530284610776,0
9,1,1,6.499858075507669,17.272896201460107,83.6959274854729,1
2,3,1,40.25246356010126,72.54469129174002,46.203794142789626,0
0,0,0,63.9323794043291,23.097768136605346,93.73292520437356,1
0,2,0,93.20582910354996,38.80340014369813,15.67581813296025,1
4,2,2,11.331531992380572,77.52928640338416,59.56445420813947,0
6,3,0,10.314940455737565,19.104540866023246,6.3787401782514515,0
3,0,0,46.77961627478736,99.15004731112715,31.972628376704403,1
1,2,3,85.73029392073201,52.213146615190254,81.63313261659616,1
8,0,2,18.858464629782866,4.41382040231324,76.55095367473834,0
5,1,3,69.42611425434086,22.336540858626165,34.59337536957897,0
9,0,1,27.102259301168598,56.544413423765235,9.404358242969725,1
5,1,0,86.27881065428299,34.04379177927307,39.44693443638029,0
4,2,3,59.47612604007719,71.03041546100229,73.05548019198349,0
2,1,3,52.25145631838926,20.74932866765552,87.22135863838172,0
7,3,1,71.30028493148625,13.72735302596324,41.30568421857228,0
8,0,3,57.545634271136436,80.21536598283724,22.231610981768036,1
7,2,1,68.67617410435656,25.595049477861032,0.6813423433043142,1
3,3,1,48.813529193586646,66.94334335212777,22.574468655728552,1
4,0,2,74.9924156466548,3.2877056935603277,91.5539048359766,1
8,2,1,11.685837593331616,49.41164713186581,93.54562943564262,0
6,2,1,3.153876192766425,22.36218998640923,14.349499424722278,0
3,1,0,42.54992009782459,25.5458196385532,8.793073045690736,0
8,0,0,3.015491702635942,64.11087018246472,65.6221218124875,0
8,3,3,19.92449270923009,68.51190740049694,75.94413096525426,1
5,3,1,30.98893670742957,2.2288662603400233,39.07749653392846,1
1,0,2,93.71538685153313,2.844048730456261,47.38432511580076,0
3,2,3,19.226427808294332,38.35708158328762,78.03454990971952,1
3,3,2,2.6149118533911664,30.772027478009733,84.86150010427016,1
3,2,3,28.486880270077673,90.83739624270403,33.07440971204352,0
2,1,3,49.97437053714277,92.46528016503342,81.3798781358061,1
6,2,2,19.323164693933748,28.545262524881142,7.248114360482472,1
5,2,2,45.14168742760748,26.734430931537332,30.53450010650708,1
5,3,3,65.92063397571893,64.16772843558755,38.45111640727266,0
2,0,2,34.674095996213254,61.55890791347291,13.589277048447945,0
5,1,0,69.40957643653114,78.42635785041125,72.53109157535124,0
6,2,3,22.950609013110356,95.33508004833811,6.025237612077783,1
1,0,3,45.51687364542537,60.53242466293569,35.006150281200256,1
5,3,3,12.404601444059304,63.81978744699086,45.3426827476973,1
0,2,0,62.35081864100781,88.96231136122933,14.377802017352625,0
5,0,0,11.695603522853858,43.9278481015854,11.250455726318975,1
4,3,0,24.968862357500974,6.357277989657584,91.67826633019652,0
8,3,1,87.56574873645488,50.63691630292424,12.09202283481713,0
3,2,3,71.2452557444041,17.62472635301008,71.99399196130747,0
7,0,1,59.15720060110525,32.49998718807965,5.004753232774828,0
5,3,3,96.19362665307798,95.02748771451401,54.11215674746164,0
9,1,0,6.87167819080442,83.98698341122407,45.76244040434377,1
4,0,2,6.17907441742992,36.5863461624947,56.753850146759596,0
5,2,1,17.73611972948972,46.474554902867574,14.521201732567546,1
2,3,3,87.35613376465051,75.85853025684193,43.13754544596243,1
6,1,3,90.74351411773173,45.44094481993122,14.943459071220467,1
0,3,1,72.44306813268516,0.4692860917854591,16.395653525137377,0
5,3,1,3.0042533160241858,16.01397876270636,14.545715134225745,1
7,3,0,4.683521585581351,43.021325643036654,93.79183721373619,0
1,2,0,39.91430051953839,22.18614872378368,72.65591081673253,0
6,1,3,35.21762621601285,59.568394897661506,77.88203337209283,1
7,3,3,60.18294072974892,55.77641491808855,31.747270414211705,1
0,0,1,85.78318339988299,48.908805558702184,94.5293011583651,0
1,2,3,49.298354379122536,53.52412036496872,92.63154826581706,0
2,2,3,45.94148561564153,62.29771975972882,59.93537597512234,1
4,3,0,73.06329440900234,65.02071450804917,73.65040253942404,1
0,0,0,58.737202079061646,7.98889281950056,92.495851221271,0
6,3,3,74.06550415396713,83.36523024316934,50.46758474499581,0
6,1,3,36.910424324667346,60.766194958018616,64.7293574525331,1
8,0,2,80.7720486113016,83.62308969244994,13.416301980904233,0
6,2,2,36.22306190676551,69.89054996348408,67.48479216484104,1
9,3,1,42.80347923523758,64.35050994456869,27.14170674742634,1
5,0,2,31.431174007633523,79.68553828974663,94.35820977974063,0
1,3,3,6.818331051633364,65.55580078664947,65.07537442641811,1
5,0,0,61.631946429074425,52.750557097294326,16.60522468839547,1
9,3,3,98.3456324441049,54.62780743111249,68.95493258688413,0
4,1,1,38.575170554383384,84.53926158807516,20.302214896173687,0
9,2,0,42.328561086753034,32.88156006064751,15.54366571094028,0
8,3,0,94.46044713176893,9.251838302561588,85.54424496915914,0
3,1,0,71.30631366602879,72.91211007492014,45.47824523717735,1
4,3,0,11.837920752283326,5.3551723503515225,54.21417627152366,0
6,1,2,87.8553502876951,1.9836563877130065,76.74062028849555,1
2,1,1,11.102243022186242,68.96135356013228,22.07439951320579,0
4,1,0,12.370658627836395,92.97333615429906,5.116741405123104,1
7,0,1,93.26018808020845,65.76989118069508,43.89109730921225,0
5,2,0,0.5754784047257266,18.401685260160427,57.19270171544042,0
1,1,2,83.7835077350073,10.20237001327512,58.186577637343916,1
3,0,0,51.32002080462672,77.16051827517687,5.635877585988003,1
7,2,0,84.96125785469548,1.8737740696841088,77.6383791965899,0
4,0,1,99.54747849096239,19.365984768669232,72.14545186475524,0
5,2,3,92.71352496688273,89.87670891469757,74.33733855777848,0
1,3,1,4.4734554376929525,97.2135874566231,94.99488508862257,1
2,2,3,57.77737863403233,87.59406346918712,43.41365156335676,1
3,2,3,56.01397327867954,70.6647737623537,17.974287078344265,0
6,0,2,78.49253630461457,70.90053143947142,29.342680012462264,1
1,2,1,87.09540146693439,91.3163301129846,37.64819764210425,0
2,2,1,20.70925239951249,6.350361316813946,29.361481692339176,0
9,0,0,96.52721345660015,2.3131547785103845,46.04125163566574,1
6,0,3,43.070659865966896,80.68423527891755,67.94377652894653,1
0,2,2,58.93135848582326,13.99007389820558,76.61120220626371,0
5,0,1,47.515995311107886,50.34582029275605,81.649379511405,0
3,1,0,45.29049044691587,75.96098759895878,65.61813290460097,0
5,1,0,44.61418268237356,51.8005615078869,7.115584625165361,0
2,0,2,87.57277316276863,25.712844872949113,6.643678382469398,1
8,1,2,8.290973183834316,63.200242711040275,69.3693159294736,1
9,1,3,1.9182224699733408,31.03714820961493,39.1903830525238,0
7,3,3,61.775232782489255,87.27906780464845,96.14264137276406,0
3,0,1,14.22026592247898,62.13520849419132,42.255271744037046,0
0,0,0,98.84404476443758,89.28379240793072,90.07554763714474,0
4,3,3,79.44646583703481,4.40744125823247,9.82045472054316,1
6,3,0,83.80144129172945,40.448594193019424,57.40619358909397,1
2,0,0,44.85270623546672,9.35627573377731,68.8687419818805,1
7,1,1,7.601132665787802,52.07912308514512,36.87311585176939,0
9,3,3,74.07479731307987,23.277483054090318,32.71625073487962,0
3,2,2,96.49805294366212,52.255590626829175,52.28369573899769,1
1,1,3,18.593346912088073,24.309970824395176,75.52720088110408,0
1,2,1,72.65898435931561,40.79153213987874,3.702623954357742,1
9,3,1,98.37181363557033,39.84507315369633,73.30986897771639,0
9,2,0,80.40294636492543,12.434968636646603,3.9338052438890547,0
0,1,1,74.19432712637041,74.10858473094638,86.1523294903505,0
8,3,1,58.29661110193114,89.78501825985224,34.54435121106155,1
0,0,0,28.3323692561789,15.760325775048823,37.75021415580715,1
8,0,1,45.74895223826938,16.468429331574143,99.67999999472507,0
5,2,0,90.57454385216157,26.36176858289335,48.78763918849391,1
3,2,0,37.65919379231853,26.095765434788742,22.773300166661947,1
5,3,3,91.28565804816445,34.158817641935926,73.99108639695434,0
8,2,3,64.5827943901238,57.866013460189905,1.8546581132863893,0
3,1,2,67.54110207666822,43.755228730274986,53.46317788563374,0
6,2,1,10.541369782103938,93.20316743767764,63.19865416515413,1
1,2,1,11.678484196824112,56.98096633854649,99.93864740644418,1
6,3,0,92.83975743571753,41.11910559731861,80.41950408618823,0
1,0,1,73.54998255023744,16.180213835966473,93.38478802981561,1
2,1,1,35.290186890428096,50.95493297607989,69.74945096709698,0
1,3,1,82.26364174533556,74.35200068872035,74.1596615165782,0
2,0,3,79.66342677795284,39.13207502784402,4.690314668843099,1
6,2,3,72.40456090510939,45.24515599034843,27.97424571954128,0
6,2,0,82.38406643321797,10.50399779372727,58.43491042768605,1
1,2,2,35.2155973731387,18.6245134845917,68.06298520995936,0
3,3,2,11.318007874473235,61.05398458517575,74.41832984534149,1
3,0,1,92.49254992493356,77.025229697858,87.65072518690434,0
2,0,2,87.39948713230035,40.49621426752938,87.68983730817284,1
3,0,3,43.228261332995864,36.385813628500095,16.92185925478914,0
2,0,2,76.33727825457143,36.75642450396365,7.610767230827486,1
3,0,2,35.387878509695724,41.14020872343613,2.8437671862111658,1
3,3,3,84.26640122038788,31.732145651930267,61.74070811884069,0
0,2,2,56.96987702660054,21.437569453496007,27.54704088331693,1
5,3,1,70.01373042261577,18.457736154580452,44.36411702866675,0
1,3,0,91.13426108339799,99.13163120084634,46.97420831544166,0
2,0,3,86.77046094628918,70.11920393277906,12.515307682351684,0
1,2,1,89.54599159397335,14.391979258341136,38.91614221535765,1
6,0,0,76.88522897717337,82.23578968758389,68.68051067592988,1
2,2,0,3.656011089225164,5.146156149098868,71.95863612288433,0
1,3,3,84.46024589885275,59.23722982789042,54.27603857744803,0
3,1,3,21.702323174805915,70.69776961232205,20.920735085488662,1
6,1,0,13.442027159310776,18.6204040953837,20.226800034979053,0
3,1,3,6.91605771893502,19.581963755121933,82.45187103231572,0
9,2,0,71.33760152516757,26.448289307943675,51.787234572224726,1
0,0,3,90.20089309285979,16.788549373553863,58.97324983855795,1
4,2,2,68.69392780874321,50.65411552854017,35.93440989929354,0
2,0,1,65.53906944930017,72.00669239505972,83.09209470676875,0
7,0,0,89.61745167940958,48.566164433445245,6.184547239433835,1
5,3,3,78.96124270756265,74.6068977797982,34.80447757147254,0
5,1,2,26.803647988817925,40.418504614014395,78.96116559362602,0
3,2,2,33.97738864605364,13.00214947770214,29.067179163808067,0
9,1,3,82.14170817584453,45.73768038505429,66.33524836008517,1
1,3,3,57.78872592665715,65.7085096819241,20.88901918432633,1
8,1,2,78.49759464825837,3.9323948771154082,85.83488468306031,0
1,1,1,99.5660792856078,48.79177386065508,95.74568337130694,1
4,1,0,41.595452911256224,2.8248566986769696,94.83018089518825,1
6,1,3,86.1163140915235,81.87015304666055,70.68521203640171,0
2,0,1,47.73496299397942,28.588204920999026,29.277066836490096,1
6,2,3,19.18063764620621,6.285112436589346,71.49860766060489,1
7,0,2,36.25783794724797,31.376465986562796,93.75475414306139,0
5,0,3,58.867450930679944,89.45211042991663,35.8837803357264,1
0,1,0,70.48068715211079,57.53651906805567,47.47948397393479,0
1,1,0,83.02455589685826,39.9342438926292,90.22336420017993,1
5,2,3,31.741332470566064,43.859895536172544,20.483188135997832,0
6,3,3,66.88772508686866,79.09353165831654,21.803046829575802,0
9,2,3,38.94053962370225,33.13202230133469,15.40810706126603,0
8,1,2,34.59387373631323,66.1237670487921,31.067543755394755,0
8,2,1,16.56034865134899,16.8847876429029,76.41674358413152,1
2,1,1,38.431346919379514,74.90911769707421,77.3265161810709,0
6,3,1,71.08628449011034,23.798327878332127,83.83150974226315,0
0,3,0,89.74307854564401,97.74816755497746,53.60503150666535,1
6,1,1,12.503716258143683,51.145634721231424,51.243982002881125,0
0,3,2,75.34244556117005,9.198267081181344,13.075308291247655,0
4,0,3,97.28037204857529,73.18962691644332,12.324284327850343,1
3,0,1,67.7482131180198,52.484755863127795,86.37615286745947,0
3,0,0,82.26266135042374,2.255569942134872,93.61741264629583,1
7,0,1,69.689393692099,14.298857076399385,78.38451172554687,0
0,0,2,3.4568854422998285,98.14615788458909,38.03621881269134,0
9,2,2,60.42738796716791,12.393330284709725,1.2925400863156078,1
2,1,2,28.46484013548475,33.37501781178654,3.413662504683679,0
2,0,3,80.92988860678726,40.06566982529104,16.88415852126107,0
3,0,0,76.51307673531281,57.223736854326,40.649290652460834,0
5,0,0,23.35117694383022,91.02201165786533,43.78536045948691,0
6,3,3,76.45924614755394,74.27494143883644,10.774063537836366,1
0,0,2,33.825408726845495,76.05214486369194,68.72183991549811,1
6,1,2,97.68643444951806,63.21468454675956,6.121989734728506,0
0,0,3,85.70226295226962,51.741816706881636,97.26345615792064,0
3,0,0,57.85281464724169,9.888082386574471,89.99573823393851,0
7,1,3,66.25281182679193,89.56507628898068,86.27888705845119,0
3,2,0,89.6910048895166,77.5439850495744,63.83103325126781,0
8,1,1,89.48781331815722,69.84042004353329,77.31079875869645,1
0,3,2,95.85998052565779,63.69775862839544,18.923626530344272,0
3,3,1,82.65175806879537,23.262597796076932,75.13476738237071,0
8,1,0,76.58095013264914,56.83474352078372,84.57734605976647,0
5,2,0,7.389364121236774,26.479407003775467,35.248685421448364,0
7,3,1,92.49469243533224,29.433766896076076,44.89194442291349,1
5,1,3,74.67411191224843,45.07205231246311,57.910210286939964,1
7,3,3,93.7197615231318,18.843312107348297,15.057350791389478,0
4,1,3,36.01395709132077,92.63304243677511,73.63379950081651,1
1,0,2,83.49656039969598,18.71230746516207,20.475891754678244,0
0,3,3,87.88101965228098,30.369782732644957,81.79222786000193,0
6,2,1,48.17729144344794,48.19878470556752,39.4914806442115,1
7,1,1,93.25255348306126,78.86934773810297,93.70685792254052,1
