cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,target
1.6243453636632417,1.232253070828436,-0.14319574500723764,0.5718048788649898,-0.7106557706807829,-0.6486357676015769,1.2567374708813324,0.6316571009908744,1
-0.6117564136500754,-0.2541798676073683,1.0329837789497511,-0.03681765651702741,1.1311286004249619,-0.7253231367820491,0.7390938362426234,1.7642850588125585,1
-0.5281717522634557,1.3998439424809859,-0.22241402852990858,0.11236848879221897,-0.6212517704302448,1.9844112488851215,-0.3859880935287451,-1.3874779344949346,0
-1.0729686221561705,-0.7819116826868007,1.4701603438257402,-0.1505043256504516,1.0506146488672723,-0.5821924381263328,-1.7443723745538922,-2.1990579909687993,1
0.8654076293246785,-0.437508982828581,-0.870008223190852,0.9154992680625726,0.45978170021018383,0.3268129791190551,0.7155367850567184,0.9301569973916998,1
-2.3015386968802827,0.0954250871912577,0.36919046954687373,-0.4382002673386686,-0.20633091204487983,-1.160443193869437,1.6309062540803745,0.30005125894933793,1
1.74481176421648,0.9214500686595114,0.8532821858237332,0.1855356209665554,0.02117182858814892,1.5230967139279845,1.6485940770510845,-0.5634729105734868,0
-0.7612069008951028,0.060750195799506745,-0.13971173044107246,0.3944280300121126,0.4286587396338861,-0.5562679686162673,0.4327901996345385,0.41836191663359856,0
0.31903909605709857,0.21112475500771674,1.3863142642463189,0.7255225582535588,-2.3080385136282993,-2.6006418091130947,-0.19102917139960773,0.7294430737809866,1
-0.2493703754774101,0.01652756730561561,0.5481295846881931,1.4958847658844756,0.3270684075693673,2.7119498738951555,-0.7861212702401676,1.912068746537096,1
1.462107937044974,0.17718772027596041,-1.6374495930083417,0.6754538092042119,-0.37911961080083867,-1.0981486325572187,-0.5726018173106335,-0.13034193228200616,1
-2.060140709497654,-1.1164700178847444,3.9586027040379634,0.5992132354592584,1.7979193663881117,1.308932334281501,-1.6497503040146722,1.2798001716306422,1
-0.3224172040135075,0.0809271009732786,0.6486436440906672,-1.4702370890213132,-0.6912689567621623,0.7330725605424461,2.1345515589126642,-0.4517559415950883,1
