feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
0.7789365035121141,-2.4296696115809286,0.4577728661518858,-2.4296696115809286,0.4395012306202264,-1.7997860409509188,-0.5114236786486012,-1.297474624904391,-0.5114236786486012,-2.4296696115809286,-1.297474624904391,-2.4296696115809286,1.6744924333475373,-2.4296696115809286,-0.005596018829046555,0
-0.3838747413307828,0.05884794159068263,0.20228040762121913,0.05884794159068263,0.366746407892257,2.9738831322586075,-1.5559968256805456,-1.2520156786133767,-1.5559968256805456,0.05884794159068263,-1.2520156786133767,0.05884794159068263,-0.017894977008350053,0.05884794159068263,-0.9764000486637974,0
-0.1373109657888796,0.6844626522243842,0.9577916144729056,0.6844626522243842,-0.6076463453734726,-0.9272201140195167,0.9117224837413981,0.9936952109791855,0.9117224837413981,0.6844626522243842,0.9936952109791855,0.6844626522243842,0.20760335140062577,0.6844626522243842,0.30767665340111383,1
-0.580053241370043,-0.47462642222902696,0.23940450053537707,-0.47462642222902696,1.4872461553359273,-0.5737259296310815,0.01899424875853915,-0.1561591559339858,0.01899424875853915,-0.47462642222902696,-0.1561591559339858,-0.47462642222902696,0.49968511030293383,-0.47462642222902696,0.4720022709192744,0
-2.0276772716708487,1.526329560368191,-0.8860402469783771,1.526329560368191,0.6932176016587042,1.2089758720912605,0.2793475714741177,0.7807663789634027,0.2793475714741177,1.526329560368191,0.7807663789634027,1.526329560368191,-0.33257937984987496,1.526329560368191,0.7031401972360493,1
0.11137260184005242,1.7198840278180998,-0.17909328501615626,1.7198840278180998,0.03402741107223205,-1.7008024528868306,1.9542330453839516,2.2213811183202337,1.9542330453839516,1.7198840278180998,2.2213811183202337,1.7198840278180998,0.3958197810959231,1.7198840278180998,0.6928557558178116,1
-1.0785127413645972,-0.8342026216341663,-0.17529452990401284,-0.8342026216341663,0.10716991525959621,-0.7311161413427723,-0.11501591797778728,-0.39590404377866967,-0.11501591797778728,-0.8342026216341663,-0.39590404377866967,-0.8342026216341663,0.3993176017191309,-0.8342026216341663,0.36039339501808015,0
1.1701987091966037,-0.49869545711810015,0.13429649724779288,-0.49869545711810015,1.3554428011054958,0.2217084809131995,-0.42135626119939223,-0.5252144805752477,-0.42135626119939223,-0.49869545711810015,-0.5252144805752477,-0.49869545711810015,0.07959786237603639,-0.49869545711810015,0.5540577711159071,1
0.21060083929764178,-0.14026872481293784,-0.4884760801103597,-0.14026872481293784,-3.1704257358780557,2.4954611024781075,-1.420787299263932,-1.2134040526557732,-1.420787299263932,-0.14026872481293784,-1.2134040526557732,-0.14026872481293784,1.592669998282884,-0.14026872481293784,0.01934407081175429,0
0.1386451837100845,-1.0155058404297297,-1.0861262991814098,-1.0155058404297297,-0.28509425704201397,1.0386693621264413,-1.1723054055080666,-1.3266950255329595,-1.1723054055080666,-1.0155058404297297,-1.3266950255329595,-1.0155058404297297,-0.8682609615983323,-1.0155058404297297,0.09781329309330739,0
