cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,target
-0.4167578474054706,0.19774991367911982,1.039921035498849,1.4412488693398358,-0.7625001859279503,2.161189315475241,-1.1395668468840643,-0.5081668846903954,1.3710396642477758,-0.04042745327118369,0
-0.056266827226329474,0.3368361362314052,1.48084904924909,-0.7366303520445167,1.243894079258334,1.3408246769364927,0.06332968144614291,-1.8243138732991164,1.068360451015132,0.3883071178275819,1
-2.136196095668454,-0.5976572586264365,0.20592545721663583,2.035754084117257,1.3152402910539265,-1.087802443727235,-1.091182877634281,1.7299171632522905,-0.39189432844712396,-0.6050537742005488,1
1.6402708084049886,0.3379366099620421,0.3114358782865486,-2.6169269115258125,-0.9143790010975474,0.34955015383893095,0.31842711978606036,0.4988075589102049,1.2987199251154327,0.2742754081323563,1
-1.7934355851948631,-0.730028117705647,0.9404528004806799,-2.0064253713833344,0.05497773662525538,0.06692490981071317,-0.17974766669191986,1.0191808772807758,-0.2981016296752967,0.17815467246704664,1
-0.841747365656204,0.560022058497286,0.1756416253160447,-0.9327502330358265,-0.14387898238754906,2.0960970798823535,0.03886642224103053,0.11258280337484199,0.49941952402848955,1.0603679246783038,0
0.5028814171580428,-0.1881453897482699,0.6067012784369126,0.5100457903342384,-0.7424077696958493,0.8797075838634935,-0.6722742670893681,-0.36076927007738313,0.26214708614020366,-1.2258299403963224,0
-1.2452880866072316,0.22596107662380135,0.2052196421565403,-1.3920665424457876,1.1239816366818929,-0.6078967647256566,-0.4864817133114223,-0.9081334203345988,-1.4507080041604559,-0.7023028746424697,0
-1.057952218862339,0.25554196785886957,0.020936697945500675,-1.322964713626879,-0.5401805877087856,0.16865017951578168,-0.6161177577190489,-0.794767484795255,-0.5475437078303352,-0.6434221417914062,0
-0.9090076149268493,-0.7585115225390326,-0.639720755007349,-1.83039825398671,-0.702711801511924,0.282084112263196,-0.6492181037649866,-0.0191716399346853,0.8520919835198305,0.8422448244350846,1
0.5514540445464243,-0.5537965268617788,0.2272571288045196,-0.1587928942230444,-0.4405593223471761,0.14499685664206888,0.5384125104053217,-0.7029930656628542,-0.1689417992147577,-0.8293584003575045,1
2.2922080128149576,-0.16412902313209554,0.6530454138210415,0.44303942641679267,1.0959071599951502,-1.8025315465481209,0.7567435359605984,-1.0725203492686597,-0.26187400797421456,-0.779318526736085,0
0.04153939299840346,0.4248010428031259,0.3394738038002373,1.1813687269867659,0.17116085719850183,-0.786694449868848,-0.2608777053788458,1.4522286206686779,-1.2077709505908345,-1.1726445047231433,1
-1.1179254451135168,0.9135054835995078,-0.15502609116776297,-1.3254261311634186,-2.149235352048642,2.2976536303378667,-0.24747252897779845,-0.6973127220734299,-0.9260004484588356,0.6472629115014684,1
0.5390583205807888,-0.07424105148695632,0.3371388590047616,-0.17917593457444472,-0.7497991750435405,-1.2250976914401015,0.0026515632549514597,-0.11279702199381748,-1.1937788514722247,0.021726469114015972,0
-0.596159699806467,-0.6988224523750899,1.580544617132592,-1.1118057205707808,1.4184316440938616,-0.8061371069666762,-0.1147284534813396,1.8696511920350196,0.9307393522191132,-1.188371963192341,0
-0.019130496521151476,0.21819577256591932,0.09394811506203532,1.661668438081179,0.9602047096386341,1.3624663739029466,0.7630689532991153,0.7328471056414956,-0.5625409179794324,1.4137924936831094,1
1.175001219500291,-0.041930427981571185,-0.5197810473397355,-0.9781024051338636,0.5705973461949398,-1.0059141358775765,0.2984029913162765,-1.5906904974767617,0.7912707721673182,0.7505026781606865,0
-0.7478709492938624,0.7290590474474038,1.7598530107418302,0.8984863519475342,1.019117663040516,-0.8913574364799165,0.6770020693241923,-0.5580276276327107,0.08023160539137669,0.36555868516317414,1
0.009025250973325124,1.1785954763808106,-0.36450886891760653,0.26730245148067006,1.112506645924523,0.0199803640578277,-0.46421553833271434,1.6216006695734477,0.4296078496038817,-0.7448368383048469,0
-0.878107893240342,1.9156788821223303,1.600010307111728,-2.1739115754817284,1.9797370872576945,2.4394210140218777,1.2921239584032513,-0.6358020838811834,0.5213918358697749,-0.18469058539440597,0
-0.15643417038462365,-1.660404840782051,0.6727621234626332,0.4136863960615893,-0.10275370601655594,-0.7849292546873754,-1.7092177134001192,0.4780789921340714,0.9398111672183629,0.9106467885515432,0
0.25657045200129563,-0.4929852568511962,-1.1984226006346987,0.8457478023733078,-0.4212183652874494,1.6328677933349962,-0.2843679928825567,0.3328951421608045,-1.2351488146102834,0.163333949315578,0
-0.9887790487696217,-0.0960824565097335,-0.03601378707729676,-1.5175439666663173,-0.8964991465676764,0.5042219374832361,0.696733447003053,0.1667663458639581,1.5618783038897817,1.5650714079512953,1
-0.33882196602919634,0.7536579293753193,-0.07208161561784815,0.7277584114713853,-0.07567828622096688,-0.41568319083613725,-1.1377578823787577,0.6371607915676132,-0.21005290466149396,-0.22263397817550873,1
-0.23618403085260128,0.6496361781879872,-0.08293439011215344,-0.45646930546922954,-0.41725119694958285,-1.5691728671308307,-0.7393402031424873,-2.40669429462202,-0.3987311827168553,0.8948445117840405,0
-0.6376550124843012,0.03593418000341157,-0.10469646136548634,0.9173255865548117,-1.9443309346541433,-1.3481763857321503,-0.06750244037217167,-0.660555995288335,-0.8758240932742943,-1.423422948221809,1
