feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.7645750037817791,0.7645750037817791,0.9011028337645152,-0.05798394743223416,0.2799686034191476,0.9011028337645152,0.9011028337645152,-0.22143135253763277,-0.22143135253763277,-0.22143135253763277,1
0.28540826746008574,0.28540826746008574,2.0624673673503153,0.3507851757548093,1.8004181539051687,2.0624673673503153,2.0624673673503153,0.5816678807596546,0.5816678807596546,0.5816678807596546,1
0.02664926073520102,0.02664926073520102,-0.0029026633051120188,0.9130002202742996,-0.023952271844894367,-0.0029026633051120188,-0.0029026633051120188,-0.020923189652105774,-0.020923189652105774,-0.020923189652105774,0
1.1309215309095988,1.1309215309095988,0.7523934196855839,1.3972264225587627,-0.15620628869633454,0.7523934196855839,0.7523934196855839,-0.5509384101984299,-0.5509384101984299,-0.5509384101984299,1
0.536927768949186,0.536927768949186,-0.23215986760084273,-1.1912901392878061,-0.6532288983213821,-0.23215986760084273,-0.23215986760084273,-0.4884027530105099,-0.4884027530105099,-0.4884027530105099,0
1.0449646577908502,1.0449646577908502,0.9975957526400608,0.4283129624734963,0.15276693604460237,0.9975957526400608,0.9975957526400608,-0.3926826938762092,-0.3926826938762092,-0.3926826938762092,1
1.396020960843796,1.396020960843796,-1.9142271422130248,0.5794425728672615,-2.986093569150126,-1.9142271422130248,-1.9142271422130248,-1.7742717301988298,-1.7742717301988298,-1.7742717301988298,0
1.6038871053277597,1.6038871053277597,-1.80148257844137,-0.7509055497801141,-3.039905085371634,-1.80148257844137,-1.80148257844137,-1.885367962967695,-1.885367962967695,-1.885367962967695,0
1.8769402267280846,1.8769402267280846,-2.3760294884881272,0.07299675597335759,-3.820602503754562,-2.3760294884881272,-2.3760294884881272,-2.309431353606582,-2.309431353606582,-2.309431353606582,0
1.4854235300654288,1.4854235300654288,1.3460850078502746,0.03272449154070758,0.14641497201698536,1.3460850078502746,1.3460850078502746,-0.585912896170769,-0.585912896170769,-0.585912896170769,1
