feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
-1.2028950609003877,1.3990622425966244,-0.6194607942362674,1.3990622425966244,0.6134334546921817,-1.2028950609003877,0.6134334546921817,0
-0.9057494815851985,1.5613742058608489,0.8575581686464787,1.5613742058608489,1.6835718326858184,-0.9057494815851985,1.6835718326858184,1
-1.3451093883806478,1.22057960374727,-1.5891218252384567,1.22057960374727,-0.14118681712694228,-1.3451093883806478,-0.14118681712694228,0
-0.7559323456655395,1.5994029960700615,1.4880604054082949,1.5994029960700615,2.1177552116512546,-0.7559323456655395,2.1177552116512546,1
-0.6528055935587586,0.6642086336029394,-0.583963245265857,0.6642086336029394,0.10427269627938004,-0.6528055935587586,0.10427269627938004,0
-0.8058212109728536,1.4354765314190758,0.883803409968832,1.4354765314190758,1.6093454302497918,-0.8058212109728536,1.6093454302497918,1
-0.5636798345114016,0.6476125101019137,-0.3111133707854049,0.6476125101019137,0.26823418478550903,-0.5636798345114016,0.26823418478550903,0
-0.5794418257406244,1.1186813347890256,0.8609284832454066,1.1186813347890256,1.3652230935350993,-0.5794418257406244,1.3652230935350993,1
-0.2204894088988163,0.17920826190446204,-0.31488568938344663,0.17920826190446204,-0.07333705688089562,-0.2204894088988163,-0.07333705688089562,0
-1.1404246863151746,0.9451367304638453,-1.5811493880498397,0.9451367304638453,-0.335473523385458,-1.1404246863151746,-0.335473523385458,0
-1.149352610699442,1.0165190087991967,-1.4267410519489263,1.0165190087991967,-0.18420331180410035,-1.149352610699442,-0.18420331180410035,0
-1.8100731896110471,2.5977409838587127,0.3516236995532285,2.5977409838587127,2.1076233323382185,-1.8100731896110471,2.1076233323382185,1
-1.157206639800473,1.7110891060132474,0.35595495395103616,1.7110891060132474,1.468455182028567,-1.157206639800473,1.468455182028567,1
-1.3171239881289996,2.1389081449686724,0.9039660823811271,2.1389081449686724,2.131654432964281,-1.3171239881289996,2.131654432964281,1
-1.0770617331054226,2.204667582769548,1.926836009201795,2.204667582769548,2.8389775116758593,-1.0770617331054226,2.8389775116758593,1
-0.64801534040364,0.5009313829937883,-0.9925919298154726,0.5009313829937883,-0.27749437943441313,-0.64801534040364,-0.27749437943441313,0
-0.7718568241595634,1.5802741807842717,1.3817158924626982,1.5802741807842717,2.035317318378672,-0.7718568241595634,2.035317318378672,1
-1.1815576283648228,1.3609895099367608,-0.6430262668360296,1.3609895099367608,0.5706688797144899,-1.1815576283648228,0.5706688797144899,0
-0.38100191617747253,0.30043427573448733,-0.5681889335958776,0.30043427573448733,-0.1489366575396687,-0.38100191617747253,-0.1489366575396687,0
-0.7855327399756805,1.1185234945484277,0.12955343754022686,1.1185234945484277,0.8934003386949099,-0.7855327399756805,0.8934003386949099,1
0.1859409708569324,0.40325039041376964,1.7106583030765625,0.40325039041376964,1.3952730701476062,0.1859409708569324,1.3952730701476062,1
-1.5822934135175182,2.479582224190969,0.8515060911336388,2.479582224190969,2.344477678699518,-1.5822934135175182,2.344477678699518,1
-0.8503941314065031,1.4296016605320785,0.7103979329484358,1.4296016605320785,1.493252061630997,-0.8503941314065031,1.493252061630997,1
1.758217339580814,-1.478078497351524,2.383105197775843,-1.478078497351524,0.46683857080344227,1.758217339580814,0.46683857080344227,1
0.6928783417679992,-0.46035362143678027,1.2574871317090195,-0.46035362143678027,0.4777209621394352,0.6928783417679992,0.4777209621394352,1
-0.13480138148637671,0.2256538641893041,0.11010362576143606,0.2256538641893041,0.23439249222208453,-0.13480138148637671,0.23439249222208453,0
-0.9358349304545004,1.5266375074950087,0.6603020555341859,1.5266375074950087,1.5311989318627277,-0.9358349304545004,1.5311989318627277,1
0.08644964601835914,0.23689150490595734,0.9241305707657297,0.23689150490595734,0.7675446056711775,0.08644964601835914,0.7675446056711775,1
-0.9230264133403401,1.2403297340663753,-0.040594079649505566,1.2403297340663753,0.8718530496795756,-0.9230264133403401,0.8718530496795756,0
